IMT,IMD,TREATMENT
930,28.4253408071,TPT
1185,6.32455532034,TPT
1110,0.0,TPT
1275,43.0116263352,TPT
1575,23.0217288664,TPT
1275,21.6333076528,TPT
1245,50.931326313,TPT
1140,33.5410196625,TPT
1215,36.6878726557,TPT
1245,13.152946438,TPT
1050,21.0950231097,TPT
1260,10.1980390272,TPT
1260,27.8028775489,TPT
1320,80.8949936646,TPT
1140,57.6888204074,TPT
1200,17.0293863659,TPT
1125,23.3452350599,TPT
1275,46.0,TPT
1065,28.0178514522,TPT
1035,23.3238075794,TPT
1170,56.1426753905,TPT
975,15.8113883008,TPT
1395,21.1896201004,TPT
1275,10.6301458127,TPT
1395,51.2445119013,TPT
1185,41.4366987102,TPT
2280,7.28010988928,TPT
1050,38.8329756779,TPT
735,12.0830459736,TPT
1065,15.5241746963,TPT
915,30.0166620396,TPT
1035,15.2970585408,TPT
1260,39.0512483795,TPT
1020,78.1024967591,TPT
1050,44.2040722106,TPT
1155,34.9284983931,TPT
1245,7.81024967591,TPT
1170,23.0867927612,TPT
1185,26.1725046566,TPT
1260,19.3132079158,TPT
1215,22.0227155455,TPT
1200,52.697248505,TPT
1185,76.3806258157,TPT
1095,22.5610283454,TPT
1305,50.3587132481,TPT
1275,28.2842712475,TPT
1290,34.7131099154,TPT
1320,23.769728648,TPT
1230,116.914498673,TPT
1215,43.7378554573,TPT
1050,43.2781700168,TPT
1125,29.0,TPT
1530,91.7605579756,TPT
1230,19.6468827044,TPT
1125,37.0135110466,TPT
1350,52.3927475897,TPT
1185,35.4682957019,TPT
1335,9.21954445729,TPT
1140,19.4164878389,TPT
1065,6.0827625303,TPT
1260,126.47924731,TPT
1335,44.6542271235,TPT
1290,55.2268050859,TPT
1260,75.1664818919,TPT
1530,19.8494332413,TPT
1410,68.2422156733,TPT
1185,41.8688428309,TPT
1320,4.0,TPT
1665,40.1995024845,TPT
1515,67.082039325,TPT
1410,81.8840643837,TPT
1215,29.0,TPT
1470,48.795491595,TPT
1335,49.7292670366,TPT
1380,81.0246875958,TPT
1545,79.3095202356,TPT
1395,51.3127664427,TPT
1425,93.3809402394,TPT
1275,74.8465096047,TPT
1170,5.0,TPT
990,34.3656805549,TPT
1200,10.6301458127,TPT
1275,32.14031736,TPT
1170,15.5563491861,TPT
1155,15.2315462117,TPT
1080,15.0332963784,TPT
1110,3.60555127546,TPT
1125,57.4282160614,TPT
1155,39.8246155035,TPT
1230,33.6154726279,TPT
1200,14.4222051019,TPT
1215,34.4383507154,TPT
1110,36.1247837364,TPT
1185,14.8660687473,TPT
1260,51.3127664427,TPT
1185,31.0161248385,TPT
1080,84.1724420461,TPT
1095,14.5602197786,TPT
1200,27.0185121722,TPT
1110,20.1246117975,TPT
1005,30.4630924235,TPT
1035,27.1661554144,TPT
1260,27.0185121722,TPT
1080,15.5241746963,TPT
1140,13.152946438,TPT
1200,12.0,TPT
1155,38.6005181312,TPT
945,43.8634243989,TPT
990,29.7321374946,TPT
930,29.0688837075,TPT
945,9.21954445729,TPT
1530,8.54400374532,TPT
975,11.313708499,TPT
1155,35.3411940941,TPT
1155,8.0622577483,TPT
1095,29.0,TPT
1305,50.0,TPT
1245,46.0977222865,TPT
1260,44.3846820423,TPT
1020,11.1803398875,TPT
1230,40.8044115262,TPT
1095,27.5862284483,TPT
1155,14.8660687473,TPT
1185,53.1507290637,TPT
1080,13.416407865,TPT
945,37.3363094052,TPT
885,10.0498756211,TPT
1785,11.1803398875,TPT
1215,23.0217288664,TPT
1395,61.8465843843,TPT
1320,39.6610640301,TPT
1140,20.6155281281,TPT
1185,42.7200187266,TPT
1380,12.6491106407,TPT
1065,6.0827625303,TPT
1365,49.4974746831,TPT
1110,29.0688837075,TPT
1410,38.0525951809,TPT
1215,19.6468827044,TPT
1350,5.65685424949,TPT
1320,62.8012738724,TPT
1005,6.0827625303,TPT
1500,10.8166538264,TPT
1830,48.5077313425,TPT
1785,36.0555127546,TPT
1170,0.0,TPT
1860,41.8688428309,TPT
1080,41.7731971484,TPT
1215,51.2445119013,TPT
1050,13.6014705087,TPT
1140,74.2765104188,TPT
1050,3.16227766017,TPT
1095,6.7082039325,TPT
1020,44.9444101085,TPT
1395,57.8705451849,TPT
1155,46.5725240888,TPT
1095,38.2883794382,TPT
1215,40.1123422403,TPT
930,39.6232255123,TPT
1305,114.542568506,TPT
1320,44.7772263545,TPT
1290,26.1725046566,TPT
1185,68.8186021363,TPT
1035,21.2132034356,TPT
1200,60.415229868,TPT
1125,27.0185121722,TPT
1125,18.4390889146,TPT
1590,97.1853898485,TPT
1200,47.6340214553,TPT
1050,39.0,TPT
1065,15.6204993518,TPT
1110,31.384709653,TPT
1215,46.0977222865,TPT
1080,12.0415945788,TPT
1740,12.2065556157,TPT
1500,7.61577310586,TPT
1080,31.7804971641,TPT
1200,78.2943165243,TPT
1230,10.8166538264,TPT
1215,16.0,TPT
1200,26.6270539114,TPT
1275,31.8276609257,TPT
1290,41.7612260356,TPT
1215,26.9072480941,TPT
1215,24.5967477525,TPT
1095,15.5241746963,TPT
1560,15.2970585408,TPT
1455,77.7946013551,TPT
1335,41.5932686862,TPT
1410,19.4164878389,TPT
975,5.38516480713,TPT
975,25.0,TPT
1215,10.7703296143,TPT
1245,54.3415126768,TPT
1440,27.5862284483,TPT
1230,14.3178210633,TPT
1305,26.3058928759,TPT
1380,23.5372045919,TPT
1305,48.7031826475,TPT
1290,43.1393092202,TPT
1095,52.2015325446,TPT
1215,34.5253530033,TPT
1110,5.38516480713,TPT
1110,9.05538513814,TPT
1140,24.1867732449,TPT
1290,11.0453610172,TPT
1335,89.0505474436,TPT
1605,29.0688837075,TPT
1305,15.6524758425,TPT
1500,22.2036033112,TPT
1260,36.0555127546,TPT
1260,58.0775343829,TPT
1080,21.9317121995,TPT
1140,21.3775583264,TPT
1155,44.1474801093,TPT
1065,10.295630141,TPT
1065,21.5406592285,TPT
1125,28.231188427,TPT
1230,20.3960780544,TPT
1395,58.0,TPT
1440,26.8700576851,TPT
1065,26.2488094968,TPT
1215,39.9624824054,TPT
1200,17.2626765016,TPT
1230,0.0,TPT
1035,7.0,TPT
1275,64.3506021728,TPT
1155,35.3836120259,TPT
1065,35.2278299076,TPT
1095,11.1803398875,TPT
1260,12.2065556157,TPT
1200,19.6468827044,TPT
1590,34.1760149813,TPT
1230,6.0827625303,TPT
1350,11.401754251,TPT
1335,19.4164878389,TPT
1065,41.0121933088,TPT
1125,24.7588368063,TPT
1155,9.48683298051,TPT
1155,30.0,TPT
1095,8.60232526704,TPT
1155,46.6904701197,TPT
1290,32.5729949498,TPT
1620,68.8839603972,TPT
1065,42.1900462195,TPT
1095,34.2344855372,TPT
1215,30.2324329157,TPT
1335,33.2415402772,TPT
1080,27.0,TPT
1140,46.0108682813,TPT
1215,18.6010752377,TPT
1425,32.0624390838,TPT
1170,8.0622577483,TPT
1380,26.5706605112,TPT
1050,17.4642491966,TPT
1590,35.7351367704,TPT
1230,45.4532727095,TPT
1305,11.401754251,TPT
1110,11.313708499,TPT
1245,21.9544984001,TPT
1365,39.9624824054,TPT
1215,10.0,TPT
1140,18.8679622641,TPT
1200,19.4164878389,TPT
1215,7.21110255093,TPT
990,51.0392006207,TPT
1215,61.9838688692,TPT
1170,33.1360830516,TPT
1230,11.0453610172,TPT
1215,31.7804971641,TPT
1230,12.1655250606,TPT
1170,55.1543289326,TPT
1935,50.2095608425,TPT
1440,80.3616824115,TPT
1140,38.2099463491,TPT
1335,5.38516480713,TPT
1095,26.83281573,TPT
990,19.2093727123,TPT
1485,73.7834669828,TPT
1245,18.8679622641,TPT
1185,56.302753041,TPT
1035,45.2769256907,TPT
1170,39.8497176903,TPT
1500,141.739197119,TPT
1455,14.8660687473,TPT
1350,35.4682957019,TPT
1200,84.0535543567,TPT
1155,39.5979797464,TPT
1185,23.2594066992,TPT
1065,30.8058436015,TPT
1290,52.6117857519,TPT
1245,46.6476151588,TPT
1380,41.3037528561,TPT
1140,21.5406592285,TPT
1140,55.4616984954,TPT
1710,95.4410813015,TPT
1800,19.9248588452,TPT
1530,15.1327459504,TPT
1050,26.0768096208,TPT
975,94.4933860119,TPT
1380,24.2074368738,TPT
1215,42.5793377121,TPT
1035,50.931326313,TPT
1050,13.8924439894,TPT
1335,46.3249392876,TPT
1320,35.6931365951,TPT
1215,63.9531078213,TPT
1140,9.89949493661,TPT
1200,25.8069758011,TPT
1050,3.0,TPT
1125,16.1245154966,TPT
1170,25.179356624,TPT
1275,18.4390889146,TPT
1110,7.28010988928,TPT
1260,37.947331922,TPT
1320,2.2360679775,TPT
1395,9.43398113206,TPT
1395,25.0,TPT
1260,21.4709105536,TPT
1455,22.803508502,TPT
1695,49.4974746831,TPT
1155,14.5602197786,TPT
1140,21.5870331449,TPT
1335,20.0,TPT
1155,55.7853027239,TPT
1590,10.4403065089,TPT
1620,29.6141857899,TPT
1170,19.0262975904,TPT
1305,35.5105618091,TPT
1605,32.0624390838,TPT
1245,24.3515913238,TPT
1350,31.2569992162,TPT
1440,37.1214223865,TPT
1290,35.902646142,TPT
1140,42.5205832509,TPT
1110,29.4278779391,TPT
1365,24.4131112315,TPT
1245,17.4642491966,TPT
1170,61.400325732,TPT
945,22.5610283454,TPT
975,91.4166286843,TPT
1050,29.6141857899,TPT
1140,19.9248588452,TPT
2070,17.7200451467,TPT
1140,29.7321374946,TPT
1215,22.360679775,TPT
1125,9.21954445729,TPT
1095,22.4722050542,TPT
1095,34.9284983931,TPT
1080,42.5440947724,TPT
1725,59.1354377679,TPT
1350,22.4722050542,TPT
1185,37.1618083521,TPT
1770,63.0317380373,TPT
1485,64.8151216924,TPT
1575,64.7765389628,TPT
2370,40.4969134626,TPT
1725,53.7401153702,TPT
1170,20.0997512422,TPT
1410,60.7453701939,TPT
1530,104.0,TPT
1470,32.6496554346,TPT
2115,38.2883794382,TPT
1245,21.400934559,TPT
1350,24.3515913238,TPT
1740,5.0,TPT
1305,27.2029410175,TPT
1380,65.0,TPT
1275,26.0192236625,TPT
1815,1.41421356237,TPT
1380,41.629316593,TPT
1365,34.7131099154,TPT
1605,10.295630141,TPT
1200,11.1803398875,TPT
1515,27.2029410175,TPT
2025,78.2943165243,TPT
1785,17.0880074906,TPT
915,41.4849370254,TPT
945,63.5295206971,TPT
1215,39.3192065027,TPT
1200,32.3882694814,TPT
1230,51.2249938995,TPT
1140,8.54400374532,TPT
1080,16.4924225025,TPT
1140,49.3355855342,TPT
1200,38.9486841883,TPT
1155,15.5241746963,TPT
1140,8.24621125124,TPT
1215,21.5870331449,TPT
1350,33.1058907145,TPT
915,15.8113883008,TPT
1170,25.0,TPT
1365,62.6258732474,TPT
1290,10.8166538264,TPT
1185,34.1320963318,TPT
1020,26.2488094968,TPT
1500,27.2946881279,TPT
1050,60.207972894,TPT
1170,39.6232255123,TPT
765,43.382023927,TPT
1500,25.2982212813,TPT
1140,21.5870331449,TPT
1455,23.0867927612,TPT
1005,27.0,TPT
945,107.870292481,TPT
1095,32.8937684068,TPT
3135,99.8649087518,TPT
1515,60.440052945,TPT
1095,54.4885309033,TPT
1035,33.5261092285,TPT
1095,19.2353840617,TPT
1350,103.324730825,TPT
1275,15.8113883008,TPT
1245,28.4604989415,TPT
1020,16.2788205961,TPT
1200,10.0498756211,TPT
1935,13.4536240471,TPT
2070,68.4105255059,TPT
1035,27.6586333719,TPT
1215,34.5398320783,TPT
1140,7.07106781187,TPT
945,17.7200451467,TPT
1005,51.1957029447,TPT
1200,54.4242592968,TPT
990,61.8546683768,TPT
1140,33.6154726279,TPT
1005,21.9317121995,TPT
1065,42.3792402008,TPT
1005,61.400325732,TPT
1230,29.0,TPT
990,28.231188427,TPT
1005,11.0,TPT
1080,30.886890423,TPT
1170,26.0768096208,TPT
1755,36.4005494464,TPT
1980,9.48683298051,TPT
1230,20.0,TPT
1470,9.21954445729,TPT
1200,29.206163733,TPT
900,48.5489443758,TPT
885,31.7804971641,TPT
1080,7.21110255093,TPT
1500,65.7875368136,TPT
1260,33.6005952328,TPT
1080,40.3112887415,TPT
1395,35.4682957019,TPT
1365,28.0713376952,TPT
930,32.0156211872,TPT
930,11.7046999107,TPT
885,39.8120584748,TPT
1260,38.8973006776,TPT
1320,18.4390889146,TPT
1080,20.0249843945,TPT
1230,14.0356688476,TPT
1050,31.0161248385,TPT
1200,25.9422435421,TPT
1095,22.0227155455,TPT
1005,91.0823802939,TPT
2010,12.1655250606,TPT
1890,10.0,TPT
1590,32.0156211872,TPT
1020,44.9444101085,TPT
1275,18.8679622641,TPT
1020,6.0827625303,TPT
1065,34.6554469023,TPT
1275,60.827625303,TPT
1440,18.6815416923,TPT
1140,18.0,TPT
1350,17.1172427686,TPT
1365,12.1655250606,TPT
1215,20.1246117975,TPT
1410,17.691806013,TPT
1050,65.3911308971,TPT
1305,72.8971878744,TPT
1305,45.6508488421,TPT
1230,30.2654919008,TPT
1110,40.0249921924,TPT
1035,16.0312195419,TPT
1275,51.1077293567,TPT
1635,49.0102030194,TPT
1605,18.1107702763,TPT
1200,36.8917334914,TPT
1185,67.007462271,TPT
1155,11.7046999107,TPT
990,28.6356421266,TPT
990,17.8044938148,TPT
1155,16.5529453572,TPT
1035,13.416407865,TPT
1200,28.4253408071,TPT
1170,50.6063237155,TPT
1350,23.5372045919,TPT
1215,13.416407865,TPT
1245,6.40312423743,TPT
1140,17.0,TPT
1275,31.1126983722,TPT
1410,57.9827560573,TPT
1170,9.21954445729,TPT
1080,30.0166620396,TPT
1230,5.65685424949,TPT
1155,28.1780056072,TPT
1245,36.1386219992,TPT
1275,8.60232526704,TPT
1005,4.472135955,TPT
1110,29.9666481275,TPT
2070,36.0138862107,TPT
1290,6.40312423743,TPT
1485,28.2842712475,TPT
1290,10.7703296143,TPT
1290,37.3363094052,TPT
1545,30.2324329157,TPT
1500,37.947331922,TPT
1905,76.9415362467,TPT
1440,69.6419413859,TPT
1440,68.8186021363,TPT
885,26.1725046566,TPT
1815,44.2040722106,TPT
1440,66.2721661031,TPT
1200,15.8113883008,TPT
1155,8.54400374532,TPT
1275,60.207972894,TPT
1335,82.0792300159,TPT
1365,53.8237865632,TPT
1770,52.1536192416,TPT
1185,78.7718223732,TPT
1320,36.4005494464,TPT
1575,35.1283361405,TPT
1275,61.400325732,TPT
1245,58.4208866759,TPT
1110,76.8960337079,TPT
1140,36.4965751818,TPT
1065,79.2085853933,TPT
1245,144.360659461,TPT
1635,39.5600808897,TPT
1515,73.6817480792,TPT
1410,33.6154726279,TPT
1305,83.1685036537,TPT
1350,33.6154726279,TPT
1245,22.1359436212,TPT
1305,10.0498756211,TPT
1140,64.4049687524,TPT
1350,10.6301458127,TPT
1260,4.24264068712,TPT
1590,11.0453610172,TPT
1500,41.8807831827,TPT
2475,45.4862616622,TPT
1350,9.0,TPT
1680,30.2324329157,TPT
1665,76.5375724726,TPT
1230,58.2494635168,TPT
1230,0.0,TPT
1185,60.166435826,TPT
1110,13.9283882772,TPT
1110,14.2126704036,TPT
1335,20.2237484162,TPT
1350,21.9317121995,TPT
960,18.4390889146,TPT
915,51.0,TPT
960,15.8113883008,TPT
1380,30.4630924235,TPT
1425,19.2353840617,TPT
1110,40.4969134626,TPT
1200,24.3310501212,TPT
1200,38.2099463491,TPT
1200,48.7031826475,TPT
1425,23.7065391823,TPT
1455,24.2074368738,TPT
1215,36.4965751818,TPT
1545,29.8328677804,TPT
1815,9.89949493661,TPT
1290,42.0594816896,TPT
960,11.0453610172,TPT
1785,62.0,TPT
1305,30.1496268634,TPT
1440,8.0622577483,TPT
1155,83.4086326467,TPT
1050,54.7448627727,TPT
1440,38.0131556175,TPT
2070,7.61577310586,TPT
1170,59.0592922409,TPT
1275,0.0,TPT
1440,36.2491379208,TPT
1470,9.21954445729,TPT
1485,38.6264158317,TPT
1665,2.2360679775,TPT
1920,46.5295604965,TPT
1080,102.318131336,TPT
1080,34.9284983931,TPT
1125,15.2315462117,TPT
1515,50.219518118,TPT
1320,36.4005494464,TPT
1155,2.82842712475,TPT
1335,22.803508502,TPT
1320,6.40312423743,TPT
1470,27.4590604355,TPT
1320,24.1867732449,TPT
2085,20.2237484162,TPT
1935,13.0384048104,TPT
945,67.9411510059,TPT
1170,96.5660395791,TPT
3015,26.9072480941,TPT
915,61.400325732,TPT
990,23.769728648,TPT
1035,79.1201617794,TPT
1110,32.14031736,TPT
1110,28.6356421266,TPT
1125,17.8044938148,TPT
1035,29.7321374946,TPT
1020,12.8062484749,TPT
990,21.2132034356,TPT
1320,30.083217913,TPT
1140,33.2415402772,TPT
1290,21.5406592285,TPT
1290,26.1725046566,TPT
1380,17.0293863659,TPT
2010,52.2015325446,TPT
75,55.0726792521,TPT
1140,40.3112887415,TPT
1380,15.6524758425,TPT
1515,23.0217288664,TPT
1155,8.60232526704,TPT
1245,12.0415945788,TPT
1065,27.4590604355,TPT
60,5.83095189485,TPT
1245,5.83095189485,TPT
1035,17.88854382,TPT
1305,29.6816441593,TPT
1290,33.4215499341,TPT
1080,5.83095189485,TPT
1080,24.7386337537,TPT
900,17.0293863659,TPT
870,25.495097568,TPT
915,46.6154480832,TPT
1005,21.2132034356,TPT
1140,34.0,TPT
1020,9.21954445729,TPT
1140,34.205262753,TPT
1455,28.6006992922,TPT
1065,11.0,TPT
1095,25.0,TPT
1065,48.0832611207,TPT
990,25.179356624,TPT
1020,40.0249921924,TPT
1005,15.5241746963,TPT
1170,10.0498756211,TPT
1320,91.5478017213,TPT
1500,96.3327566303,TPT
1110,7.07106781187,TPT
1230,24.0831891576,TPT
1455,36.8781778292,TPT
1110,57.3149195236,TPT
1215,2.2360679775,TPT
1185,34.4818792991,TPT
1290,30.0166620396,TPT
1185,22.2036033112,TPT
1275,65.8027355054,TPT
1290,8.24621125124,TPT
1125,53.600373133,TPT
1215,7.07106781187,TPT
1155,10.0,TPT
990,124.95199078,TPT
1155,47.853944456,TPT
1365,25.7099202644,TPT
1185,31.8276609257,TPT
1050,9.05538513814,TPT
1305,18.973665961,TPT
1245,17.0880074906,TPT
1230,5.0,TPT
1095,47.0106370942,TPT
1275,121.037184369,TPT
1005,28.2842712475,TPT
1005,23.2594066992,TPT
1245,48.9182992345,TPT
1050,33.0151480384,TPT
975,19.7230829233,TPT
1140,49.4064773081,TPT
1140,10.1980390272,TPT
1290,53.4883164813,TPT
1095,16.5529453572,TPT
1530,22.627416998,TPT
1140,15.6524758425,TPT
1140,33.0605505096,TPT
1170,31.0483493925,TPT
1080,13.6014705087,TPT
1035,10.4403065089,TPT
1380,100.184829191,TPT
1530,8.0622577483,TPT
1755,46.4865571967,TPT
1170,33.3766385366,TPT
1365,8.0622577483,TPT
1335,30.4138126515,TPT
1290,26.9258240357,TPT
1500,33.2866339542,TPT
900,13.6014705087,TPT
915,52.3259018078,TPT
1170,24.3310501212,TPT
1365,12.0415945788,TPT
1680,29.206163733,TPT
1350,11.401754251,TPT
1290,16.4012194669,TPT
1545,6.0827625303,TPT
1260,18.0277563773,TPT
1140,48.1663783152,TPT
1485,40.4969134626,TPT
1680,11.7046999107,TPT
1530,32.7566787083,TPT
975,30.61045573,TPT
1110,7.21110255093,TPT
2250,30.4138126515,TPT
1290,53.5350352573,TPT
1515,14.3178210633,TPT
1035,17.0,TPT
1545,73.4098086089,TPT
1470,101.833196945,TPT
1110,87.9317917479,TPT
1200,19.7989898732,TPT
1185,5.09901951359,TPT
1455,11.1803398875,TPT
1695,45.1220566907,TPT
1155,25.2388589282,TPT
1530,2.2360679775,TPT
1530,28.1602556807,TPT
1155,5.0,TPT
1110,12.0415945788,TPT
1605,30.3644529014,TPT
1365,15.5241746963,TPT
1305,31.0161248385,TPT
1335,7.81024967591,TPT
1770,47.4341649025,TPT
1845,21.2132034356,TPT
2655,54.6717477313,TPT
3195,100.224747443,TPT
1710,58.4208866759,TPT
2640,42.201895692,TPT
1260,40.8044115262,TPT
1245,46.0,TPT
1245,26.0,TPT
915,13.0384048104,TPT
1005,37.3630833845,TPT
1110,23.2594066992,TPT
1935,36.8781778292,TPT
1800,59.4810894319,TPT
1065,50.960769225,TPT
1170,41.8807831827,TPT
1500,91.2414379545,TPT
1035,31.9061122671,TPT
1155,29.1547594742,TPT
1215,48.0208288142,TPT
1170,13.6014705087,TPT
1200,53.4883164813,TPT
1425,33.8378486314,TPT
1350,55.3172667438,TPT
915,52.3259018078,TPT
3990,52.8866712887,TPT
1125,33.5410196625,TPT
1260,23.0217288664,TPT
1140,42.5440947724,TPT
1230,4.472135955,TPT
1350,61.2943716829,TPT
1275,33.6005952328,TPT
885,39.1152144312,TPT
1290,69.4262198308,TPT
1140,17.1172427686,TPT
1125,34.7131099154,TPT
1065,16.6433169771,TPT
1020,26.0192236625,TPT
1125,9.43398113206,TPT
1335,33.0151480384,TPT
1140,9.48683298051,TPT
1140,11.401754251,TPT
1080,36.0693775937,TPT
1035,27.5136329844,TPT
1035,49.3659801888,TPT
1110,37.5765884561,TPT
1065,35.4682957019,TPT
1200,25.079872408,TPT
1260,31.2569992162,TPT
1050,20.6155281281,TPT
1605,18.6010752377,TPT
1395,32.0624390838,TPT
1245,59.7745765355,TPT
1260,25.2982212813,TPT
1080,118.308917669,TPT
1275,62.9364759102,TPT
1095,45.2769256907,TPT
1020,44.598206242,TPT
1140,13.6014705087,TPT
1365,30.4138126515,TPT
1215,61.0737259384,TPT
1020,39.0512483795,TPT
1155,30.0,TPT
1005,32.8937684068,TPT
1050,42.4381903478,TPT
1155,30.61045573,TPT
1185,17.2626765016,TPT
1425,63.2455532034,TPT
1230,34.1760149813,TPT
1035,21.9317121995,TPT
1140,42.1900462195,TPT
1305,17.4642491966,TPT
1140,2.0,TPT
1050,15.0332963784,TPT
1935,33.2415402772,TPT
1245,42.7200187266,TPT
1170,30.6757233004,TPT
1080,45.1884941108,TPT
1065,55.9464029228,TPT
1860,28.1602556807,TPT
1200,19.6468827044,TPT
1230,17.0,TPT
1140,31.9530906173,TPT
1200,28.1780056072,TPT
1710,21.9317121995,TPT
1590,33.8378486314,TPT
1575,7.28010988928,TPT
1500,69.89277502,TPT
1275,71.0211236183,TPT
1275,9.43398113206,TPT
1320,10.7703296143,TPT
1200,32.5576411922,TPT
1305,30.6757233004,TPT
1245,19.9248588452,TPT
1680,5.65685424949,TPT
1170,32.8024389337,TPT
1245,34.6698716467,TPT
1230,73.9256383131,TPT
1185,18.3575597507,TPT
1125,35.5105618091,TPT
1080,19.7989898732,TPT
1140,28.3019433962,TPT
1335,27.7848879789,TPT
1155,54.5618914628,TPT
1365,43.9089968002,TPT
900,13.0384048104,TPT
1350,30.886890423,TPT
1305,63.1506136154,TPT
1350,91.9238815543,TPT
2370,36.0555127546,TPT
1290,43.4165866922,TPT
1275,67.5425791631,TPT
1080,24.0208242989,TPT
1380,21.400934559,TPT
840,22.2036033112,TPT
2430,6.0827625303,TPT
1050,20.0249843945,TPT
1275,42.5440947724,TPT
1080,28.4253408071,TPT
960,43.5660418216,TPT
945,25.0,TPT
2250,16.0312195419,TPT
1350,14.8660687473,TPT
1335,83.258633186,TPT
1020,14.5602197786,TPT
2445,6.32455532034,TPT
1140,3.16227766017,TPT
1140,41.0121933088,TPT
1290,23.6008474424,TPT
1230,10.0498756211,TPT
1575,20.5182845287,TPT
1230,31.064449134,TPT
1350,30.5941170816,TPT
1185,14.3178210633,TPT
1200,11.401754251,TPT
1305,16.9705627485,TPT
1245,4.472135955,TPT
1290,18.2482875909,TPT
1215,22.2036033112,TPT
1260,16.1554944214,TPT
1125,13.4536240471,TPT
1290,9.05538513814,TPT
1215,42.4499705536,TPT
1230,16.4924225025,TPT
1260,28.2842712475,TPT
990,50.6063237155,TPT
1275,48.0832611207,TPT
1035,5.09901951359,TPT
1155,41.2310562562,TPT
1110,35.8050275799,TPT
1155,7.61577310586,TPT
1245,34.4818792991,TPT
1125,37.7359245282,TPT
1290,4.12310562562,TPT
990,29.6141857899,TPT
1125,21.3775583264,TPT
1395,5.0,TPT
1260,21.3775583264,TPT
1275,19.4164878389,TPT
1260,37.6430604494,TPT
1035,42.4381903478,TPT
3000,30.4630924235,TPT
1230,108.466584716,TPT
1170,44.283179651,TPT
1590,36.0138862107,TPT
1275,26.4196896272,TPT
1200,7.28010988928,TPT
1425,37.947331922,TPT
1995,11.6619037897,TPT
1140,16.6433169771,TPT
1350,51.923019943,TPT
1170,39.0512483795,TPT
2115,28.0,TPT
1185,54.5893762558,TPT
1065,111.772089539,TPT
1080,33.5261092285,TPT
1560,47.853944456,TPT
1170,19.8494332413,TPT
1140,16.5529453572,TPT
1305,23.0217288664,TPT
1185,14.0356688476,TPT
1305,7.07106781187,TPT
1245,21.2602916255,TPT
975,48.795491595,TPT
945,76.1051903618,TPT
1260,35.2278299076,TPT
1395,8.0622577483,TPT
1110,21.4709105536,TPT
1095,20.0997512422,TPT
1515,21.4709105536,TPT
1335,14.8660687473,TPT
1005,11.1803398875,TPT
1245,9.21954445729,TPT
1185,21.9544984001,TPT
1020,58.2580466545,TPT
1485,98.4327181378,TPT
870,115.965512115,TPT
2580,109.444049633,TPT
1140,17.4928556845,TPT
1080,29.206163733,TPT
1275,20.6155281281,TPT
900,44.2718872424,TPT
1065,22.0227155455,TPT
1125,28.0,TPT
1725,31.1448230048,TPT
1695,10.0498756211,TPT
1140,25.0599281723,TPT
1125,38.6005181312,TPT
1275,5.38516480713,TPT
990,33.5410196625,TPT
1035,3.16227766017,TPT
1155,44.9110231458,TPT
1125,31.8904374382,TPT
1305,22.0907220344,TPT
1140,5.09901951359,TPT
1455,64.5135644652,TPT
1515,24.1660919472,TPT
795,30.8058436015,TPT
1185,44.598206242,TPT
690,41.1096095822,TPT
1305,4.472135955,TPT
945,10.0498756211,TPT
870,4.472135955,TPT
1335,24.3515913238,TPT
960,7.0,TPT
1275,17.1172427686,TPT
1215,14.0356688476,TPT
1410,15.0332963784,TPT
1170,22.2036033112,TPT
1125,20.2484567313,TPT
1485,18.1107702763,TPT
1155,10.7703296143,TPT
1020,4.0,TPT
1590,17.2626765016,TPT
1125,39.6232255123,TPT
1155,87.3212459829,TPT
1020,29.1547594742,TPT
1215,26.3058928759,TPT
1305,18.4390889146,TPT
1335,33.4215499341,TPT
1110,17.1172427686,TPT
1065,46.6476151588,TPT
1185,9.21954445729,TPT
1020,38.0788655293,TPT
1035,24.0,TPT
1050,12.7279220614,TPT
1395,16.1245154966,TPT
1080,16.4012194669,TPT
1155,37.483329628,TPT
1560,5.83095189485,TPT
1290,22.360679775,TPT
1065,18.0,TPT
1095,32.6496554346,TPT
1110,78.5493475466,TPT
1050,46.3249392876,TPT
1155,59.7745765355,TPT
1200,40.6078810085,TPT
1455,22.4722050542,TPT
1050,13.6014705087,TPT
1305,39.5600808897,TPT
1290,30.8058436015,TPT
1575,41.400483089,TPT
915,31.9061122671,TPT
945,40.162171256,TPT
1095,4.12310562562,TPT
1320,14.5602197786,TPT
1215,5.0,TPT
945,34.4818792991,TPT
1245,7.28010988928,TPT
1185,21.2602916255,TPT
1035,8.0,TPT
1065,31.5753068077,TPT
1185,33.1209903234,TPT
1230,1.0,TPT
1095,25.0,TPT
960,10.8166538264,TPT
1245,2.82842712475,TPT
1545,14.1421356237,TPT
1185,9.0,TPT
1110,16.1245154966,TPT
1335,28.4429253067,TPT
1230,13.0,TPT
900,34.1320963318,TPT
975,29.0172362571,TPT
975,34.9284983931,TPT
1365,48.3321838944,TPT
945,20.6155281281,TPT
1065,34.1320963318,TPT
975,5.38516480713,TPT
1140,50.0099990002,TPT
885,29.1547594742,TPT
1080,16.1245154966,TPT
1080,39.2045915678,TPT
1035,33.6154726279,TPT
930,17.7200451467,TPT
1965,11.1803398875,TPT
1470,12.0415945788,TPT
1170,19.0262975904,TPT
1140,34.9284983931,TPT
