IMT,IMD,TREATMENT
1440,83.0963296422,CONTROL
1260,27.4590604355,CONTROL
1335,26.4196896272,CONTROL
1305,39.6232255123,CONTROL
1080,23.6008474424,CONTROL
1260,39.6610640301,CONTROL
1275,39.1152144312,CONTROL
1125,13.9283882772,CONTROL
1275,83.0060238778,CONTROL
1155,50.9215082259,CONTROL
1275,26.9072480941,CONTROL
1185,37.1618083521,CONTROL
1740,40.3112887415,CONTROL
1485,9.21954445729,CONTROL
1185,49.4064773081,CONTROL
1230,41.3400532172,CONTROL
1110,12.8062484749,CONTROL
1440,63.387695967,CONTROL
1275,53.0094331228,CONTROL
1395,28.6530975638,CONTROL
1605,20.3960780544,CONTROL
1500,11.6619037897,CONTROL
1245,42.5793377121,CONTROL
1260,10.0498756211,CONTROL
1260,36.7695526217,CONTROL
1215,48.795491595,CONTROL
1305,86.2844134244,CONTROL
1290,57.9741321625,CONTROL
1125,19.0,CONTROL
1110,18.0277563773,CONTROL
1200,36.0555127546,CONTROL
1215,32.3882694814,CONTROL
1245,19.2093727123,CONTROL
1230,59.4390444069,CONTROL
1245,29.0,CONTROL
1200,23.4307490277,CONTROL
1320,28.2842712475,CONTROL
1215,20.8806130178,CONTROL
1215,23.3238075794,CONTROL
1740,73.7563556583,CONTROL
1380,64.88451279,CONTROL
1260,45.3541618818,CONTROL
1380,13.9283882772,CONTROL
1560,48.0,CONTROL
1440,36.1247837364,CONTROL
1260,6.7082039325,CONTROL
1440,54.5893762558,CONTROL
1290,34.1320963318,CONTROL
1260,6.32455532034,CONTROL
1320,51.2445119013,CONTROL
1245,24.3310501212,CONTROL
1290,13.8924439894,CONTROL
1395,31.6227766017,CONTROL
1485,69.6562990691,CONTROL
1110,45.0998891351,CONTROL
1335,43.8406204336,CONTROL
1185,56.4358042381,CONTROL
1305,9.89949493661,CONTROL
1440,41.0487515035,CONTROL
1230,30.0665927567,CONTROL
2175,31.304951685,CONTROL
1410,30.3644529014,CONTROL
1500,45.5411901469,CONTROL
1140,34.6698716467,CONTROL
1470,47.5078940809,CONTROL
1635,18.6815416923,CONTROL
1020,27.0185121722,CONTROL
1245,54.626001135,CONTROL
1245,34.8281495345,CONTROL
1170,16.1554944214,CONTROL
1110,39.8120584748,CONTROL
1245,65.192024052,CONTROL
1215,47.0956473573,CONTROL
1470,13.9283882772,CONTROL
1665,127.141653285,CONTROL
1440,64.3816744113,CONTROL
1170,8.48528137424,CONTROL
1245,22.360679775,CONTROL
1275,15.2315462117,CONTROL
1245,154.288690447,CONTROL
1980,98.8584847143,CONTROL
1305,77.1751255263,CONTROL
1170,29.4108823397,CONTROL
1290,9.8488578018,CONTROL
1260,40.4598566483,CONTROL
1590,33.0,CONTROL
1050,35.8468966579,CONTROL
1080,41.3037528561,CONTROL
1035,48.0936586256,CONTROL
1170,57.7234787586,CONTROL
1095,13.0384048104,CONTROL
1110,16.0312195419,CONTROL
1110,42.5440947724,CONTROL
1095,32.0156211872,CONTROL
990,34.5253530033,CONTROL
1140,32.6955654485,CONTROL
1260,6.32455532034,CONTROL
1095,59.2283715798,CONTROL
1050,9.43398113206,CONTROL
1125,15.1327459504,CONTROL
1050,56.3205113613,CONTROL
990,30.0166620396,CONTROL
1005,25.079872408,CONTROL
1185,27.1661554144,CONTROL
1290,27.7308492477,CONTROL
1140,12.1655250606,CONTROL
1080,15.0,CONTROL
1260,18.6815416923,CONTROL
1230,38.275318418,CONTROL
1185,42.0594816896,CONTROL
1275,38.0788655293,CONTROL
1110,15.5241746963,CONTROL
1260,3.16227766017,CONTROL
1050,24.5153013443,CONTROL
1080,9.0,CONTROL
1065,8.54400374532,CONTROL
1245,17.691806013,CONTROL
1350,35.1283361405,CONTROL
1275,49.040799341,CONTROL
1380,27.3130005675,CONTROL
1215,62.0080639917,CONTROL
1335,18.2482875909,CONTROL
1110,25.179356624,CONTROL
1185,10.1980390272,CONTROL
1080,39.8120584748,CONTROL
1080,0.0,CONTROL
975,40.5215991787,CONTROL
1230,30.0166620396,CONTROL
1200,31.0161248385,CONTROL
1365,33.3016516107,CONTROL
1395,17.691806013,CONTROL
1335,54.5893762558,CONTROL
1200,22.803508502,CONTROL
1080,6.32455532034,CONTROL
945,27.0185121722,CONTROL
1005,8.60232526704,CONTROL
1245,59.0084739677,CONTROL
1185,12.8062484749,CONTROL
1155,40.0249921924,CONTROL
1230,33.1360830516,CONTROL
1470,19.2353840617,CONTROL
1005,15.0,CONTROL
885,18.0277563773,CONTROL
915,6.0827625303,CONTROL
1110,12.5299640861,CONTROL
1170,33.6154726279,CONTROL
1050,21.0237960416,CONTROL
1020,25.5538646784,CONTROL
1320,27.0739727414,CONTROL
1785,62.6498204307,CONTROL
1425,81.0246875958,CONTROL
1050,14.0356688476,CONTROL
1080,27.4590604355,CONTROL
1080,28.2842712475,CONTROL
1275,28.4253408071,CONTROL
1140,6.7082039325,CONTROL
1260,16.0,CONTROL
1230,24.3310501212,CONTROL
975,27.2029410175,CONTROL
1080,9.05538513814,CONTROL
1215,30.4795013083,CONTROL
1185,25.0599281723,CONTROL
1125,35.5105618091,CONTROL
1110,28.1780056072,CONTROL
1230,7.07106781187,CONTROL
1470,40.3112887415,CONTROL
1320,72.422372234,CONTROL
1170,27.8567765544,CONTROL
1515,39.0512483795,CONTROL
1095,32.8024389337,CONTROL
1365,17.0880074906,CONTROL
1245,33.6005952328,CONTROL
1125,38.4707681233,CONTROL
1500,53.600373133,CONTROL
1230,1.41421356237,CONTROL
1155,65.0,CONTROL
1170,93.813645063,CONTROL
1275,33.3016516107,CONTROL
1320,53.2259335287,CONTROL
1125,13.6014705087,CONTROL
1140,51.3127664427,CONTROL
1185,68.3520299625,CONTROL
1170,25.632011236,CONTROL
1185,15.2643375225,CONTROL
1275,34.9284983931,CONTROL
1125,56.4358042381,CONTROL
1200,23.7065391823,CONTROL
1140,35.1140997322,CONTROL
1455,36.4005494464,CONTROL
1455,33.6005952328,CONTROL
1260,51.2445119013,CONTROL
1170,27.2946881279,CONTROL
1575,67.2011904656,CONTROL
1380,46.5295604965,CONTROL
1095,46.0434577329,CONTROL
1305,9.48683298051,CONTROL
1275,44.9221548904,CONTROL
1200,42.5440947724,CONTROL
1125,80.9197132966,CONTROL
1110,41.4366987102,CONTROL
1155,21.400934559,CONTROL
1020,13.0,CONTROL
1095,121.148668998,CONTROL
1050,55.9016994375,CONTROL
1020,53.8144961883,CONTROL
1005,110.040901487,CONTROL
1110,92.1954445729,CONTROL
900,25.0199920064,CONTROL
990,23.6008474424,CONTROL
1245,29.206163733,CONTROL
1170,34.1760149813,CONTROL
1575,29.2745623366,CONTROL
1470,43.8634243989,CONTROL
1275,79.0759128939,CONTROL
1080,31.384709653,CONTROL
2010,69.2603782837,CONTROL
2475,107.447661678,CONTROL
1035,131.320219311,CONTROL
1035,111.36426716,CONTROL
1200,74.9466476902,CONTROL
1095,50.9116882454,CONTROL
1230,83.7257427557,CONTROL
975,35.1710107901,CONTROL
1140,22.4722050542,CONTROL
1425,26.5706605112,CONTROL
1155,29.5465734054,CONTROL
1245,5.0,CONTROL
1560,28.8444102037,CONTROL
1260,9.8488578018,CONTROL
1020,92.1954445729,CONTROL
1200,70.4556598152,CONTROL
975,10.0,CONTROL
1215,19.7230829233,CONTROL
1080,27.892651362,CONTROL
1215,17.1172427686,CONTROL
1635,25.495097568,CONTROL
1515,45.7055795281,CONTROL
1095,64.6219776856,CONTROL
1005,91.2688336728,CONTROL
1125,10.8166538264,CONTROL
1320,47.0744091838,CONTROL
1140,32.0156211872,CONTROL
1110,46.1410879802,CONTROL
1410,33.1058907145,CONTROL
1170,17.0880074906,CONTROL
1245,28.8617393793,CONTROL
1200,15.6524758425,CONTROL
1230,11.1803398875,CONTROL
1230,55.0090901579,CONTROL
1815,12.0,CONTROL
1350,41.1460812229,CONTROL
1110,37.947331922,CONTROL
1335,31.7804971641,CONTROL
975,36.6742416418,CONTROL
1290,41.2310562562,CONTROL
1290,12.0,CONTROL
1065,19.1049731745,CONTROL
1200,15.2643375225,CONTROL
1230,38.0131556175,CONTROL
1020,54.7813836992,CONTROL
1380,16.9705627485,CONTROL
1080,26.4007575649,CONTROL
1455,49.6487663492,CONTROL
1650,119.519872825,CONTROL
1560,20.5182845287,CONTROL
975,19.4164878389,CONTROL
1035,24.3310501212,CONTROL
1455,39.0512483795,CONTROL
1065,7.07106781187,CONTROL
1710,40.4474968323,CONTROL
1125,35.2278299076,CONTROL
1200,9.48683298051,CONTROL
1245,19.6977156036,CONTROL
1185,21.0950231097,CONTROL
1080,15.6204993518,CONTROL
1140,63.7024332345,CONTROL
1365,162.788205961,CONTROL
1635,49.040799341,CONTROL
1290,47.3814309619,CONTROL
1200,20.1246117975,CONTROL
1350,9.05538513814,CONTROL
1500,65.4369925959,CONTROL
1185,32.14031736,CONTROL
1905,44.72135955,CONTROL
1230,67.0,CONTROL
1260,27.7848879789,CONTROL
1215,33.3016516107,CONTROL
1470,79.4040301244,CONTROL
1215,35.7351367704,CONTROL
1125,50.0899191455,CONTROL
1185,17.0880074906,CONTROL
1215,41.1096095822,CONTROL
1185,23.2594066992,CONTROL
1245,43.0116263352,CONTROL
1200,46.872166581,CONTROL
1275,45.9673797382,CONTROL
1335,40.162171256,CONTROL
1650,14.0,CONTROL
960,24.1867732449,CONTROL
1425,112.11155159,CONTROL
1485,26.4007575649,CONTROL
1140,20.8086520467,CONTROL
1155,25.3179778023,CONTROL
1155,6.32455532034,CONTROL
1230,21.2602916255,CONTROL
1485,26.0,CONTROL
1155,10.8166538264,CONTROL
1095,42.7200187266,CONTROL
1140,49.5176736126,CONTROL
1275,41.8688428309,CONTROL
1185,47.0106370942,CONTROL
1275,48.1040538832,CONTROL
1350,38.6005181312,CONTROL
1365,61.5223536611,CONTROL
1185,59.5399025864,CONTROL
1050,41.5932686862,CONTROL
1110,22.803508502,CONTROL
1305,45.7930125674,CONTROL
1350,17.7200451467,CONTROL
1110,34.6554469023,CONTROL
1275,41.3037528561,CONTROL
1185,158.398232313,CONTROL
1200,39.9249295554,CONTROL
975,39.2173431023,CONTROL
1485,32.9848450049,CONTROL
1230,68.7095335452,CONTROL
1230,9.05538513814,CONTROL
